ID,Date,Text,Category
53,2023-09-19 20:59,"איך ליצור מצגת מעולה בקלות תוך דקות??!
בחודשים האחרונים מתפרסמים כלי בינה שונים ומגוונים ליצירת מצגות.
אם קצת הלכתם לאיבוד במבול הכלים או טרם הכרתם את הכלים הללו, סדנה זו בשבילכם.ן 😃
בסדנה נסקור 3 כלי בינה מלאכותית שונים ליצירת מצגות בקלות ובמהירות, נראה מה היתרונות והחסרונות וכיצד להשתמש בכל כלי 💪🏻
הסדנה מיועדת לאנשי חינוך על כל סוגיהם, ומתאימה גם לקהל הרחב.
הסדנה תתקיים אונליין בזום ביום חמישי ה21.9
בשעה 20:30, משך הסדנה 60 דקות 👍🏻
הקלטה תישלח לכל הנרשמים.
פרטים נוספים והרשמה לסדנה 👇🏼
 https://pay.sumit.co.il/25696t/4fpxn1/4hzc54/payment/
קישור לכל ערוצי הבינה המלאכותית שלי👇🏼
 https://linktr.ee/henryai
נתראה
הנרי",כלי בינה
54,2023-09-21 12:44,"אתמול בערב קיימתי וובינר פתוח על האתר הנפלא POE וכיצד ליצור בו בוט בינה מותאם אישית 🤖
מצרף לכם הקלטה וקישורים רלוונטיים, בהמשך אקיים עוד הדרכות פתוחות וחינמיות
הקלטה של המפגש👇🏼
 https://youtu.be/tANxbV2CbGs
קישור לכל ערוצי הבינה המלאכותית שלי👇
 https://linktr.ee/henryai
קבוצת פייסבוק לשיתוף ועזרה ביצירת בוטים 👇🏼
 https://www.facebook.com/groups/1788937901535886
בוט יועץ תזונה שיצרתי 👇🏼
 https://poe.com/Nutrition-helper
הזדמנות אחרונה להצטרף לסדנת יצירת מצגות באמצעות בינה הערב בשעה 20:30
בסדנה נערוך סקירה של 3 כלים ליצירת מצגות
משך הסדנה 60 דקות
קישור הרשמה לכל מועדי הסדנה 👇🏼
 https://pay.sumit.co.il/25696t/4fpxn1/
תהנו ושתפו 😃
הנרי",כלי בינה
55,2023-09-26 19:17,"מחר תתקיים סדנת שימוש פרקטי ומתקדם בבינה מלאכותית🔮
בסדנה נראה את המודלים הקיימים כרגע ההבדלים ביניהם ונבין איך לנסח את ההנחיות שלנו לGPT ודומיו כדי לקבל תוצאה מיטבית ומדויקת כמו גם נכיר כלים וטיפים מתקדמים
משך הסדנה 60, מחר יום רביעי 27.9 בשעה 20:00
הקלטה וסיכום ישלחו לכל הנרשמים😃
קישור הרשמה לסדנה 👇🏼
 https://pay.sumit.co.il/25696t/4abkhg/4i0dqh/payment/
פרטים נוספים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://affiliate.notion.so/aiwithhenry
קישור לכל ערוצי ותכני הבינה המלאכותית שלי 👇🏼
 https://linktr.ee/henryai
נתראה
הנרי",כלי בינה
60,2023-09-26 19:18,"בעקבות שאלה שהופנתה אליי 😃
קבלו את 👇🏼
 https://fineshare.ai/ovc/?s=TNB4H
הכלי כולל מגוון עצום של קולות אנושיים (זמרים/שחקנים ועוד) כמו גם קולות לא אנושיים (למשל בובספוג, סוניק) הקלטה ישירה או העלאה של קובץ אודיו (mp3 וכד) עד אורך 5 דקות להקלטה וואז תוכלו להמיר את ההקלטה לקול שבחרתם, ניתן להשתמש מהנייד או מהמחשב, ניתן להקליט בעברית, עם ההרשמה לאתר תקבלו 5000 קרדיטים שיאפשרו לכם שימוש בקול של דמות אחת ולאחר מכן תצטרכו לשלם, מצרף דוגמה לקול שלי שהמרתי לבובספוג 🤣
קישור לכלי
 https://fineshare.ai/ovc/?s=TNB4H
קישור לכל ערוצי הבינה המלאכותית שלי:
 https://linktr.ee/henryai
תהנו, תצחקו ושתפו עם חברים
הנרי 😃",כלי בינה
61,2023-09-27 16:02,"אחה""צ טובים 😃
 הפודקאסט השבועי👇🏼
 https://open.spotify.com/episode/3ywCr1YoQEhIawI32JlGtw?si=9L1vhPPNQCiIiXos-oFzqw&utm_source=whatsapp
אני חושב שיש בפרק הזה נקודות מאוד מעניינות ליזמים ובכלל על השימוש שלנו בטכנולוגיה📡
אני מכין לכם כמה מדריכים מצולמים נפלאים מאוד 🤟🏻
קישור לכל ערוצי ותכני הבינה המלאכותית שלי 👇🏼
 https://linktr.ee/henryai ",אפלקציות
62,2023-09-27 16:02,"הזדמנות אחרונה להצטרף לסדנת שימוש פרקטי ומתקדם בבינה מלאכותית🔮
הערב בשעה 20:00, משך הסדנה 60 דקות.
הקלטה וסיכום ישלחו לכל הנרשמים😃
קישור הרשמה לסדנה הערב 👇🏼
 https://pay.sumit.co.il/25696t/4abkhg/4i0dqh/payment/
פרטים נוספים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://affiliate.notion.so/aiwithhenry
אם אתם כבר מכירים ויצא לכם להשתמש בGPT וחברותו ובא לכם לקחת את זה צעד קדימה זו הסדנה בשבילכם 🔥
נתראה
הנרי",סדנאות
63,2023-09-28 21:03,"בא לכם.ן לכתוב פרומפטים מהר ובקלות? קבלו את
Prompt Storm ⚡
תוסף לדפדפן הכרום שפועל בתוך מודלי שפה כמו GPT ועוזר בהבנייה של ההנחייה למודל לפי נושא, למשל פרומפטים לעבודה/ לימודים/תכנות וכד' עם תבניות מוכנות לפרומפטים, מצריך הרשמה אבל חינמי, הפרומפטים שהוא מוציא באנגלית כבררת מחדל אבל ניתן כמובן לשנות אותם, מה שנפלא בו שהוא עובד עם גם עם GPT וגם עם קלוד וBARD קישור לתוסף 👇🏼
 https://chrome.google.com/webstore/detail/promptstorm-chatgpt-bard/gkcdaooannhlioejchebhpkllbcackig
הכלי הזה ועוד המון כלים זמין בטבלת הכלים שלי, ניתן לגשת אליה מהקישור הזה👇🏼
 https://linktr.ee/henryai
הקישור מופיע גם בתאור הקבוצות שלי, בראש הטבלה יש סרטון שמסביר איך להשתמש בה 😃
פרטים נוספים והרשמה לכל הסדנאות והקורסים שלי 👇🏼
 https://affiliate.notion.so/aiwithhenry
תהנו ושתפו עם חברים
חג שמח
הנרי 💫",כלי בינה
64,2023-10-01 19:55,"שבוע טוב 🥳
ממש לאחרונה מנוע החיפוש המשולב בינה מלאכותית Bard קיבל כמה עדכונים חשובים
- חיפוש תמונות
- 🤖 בארד יכול למשוך מידע מג'ימייל, דוקס ועוד כלים של גוגל ומתחבר לשירותים אחרים כמו יוטיוב, מפות וטיסות
- 🔎 שדרוג כפתור ""Google it"" כדי לעזור להילחם בהזיות בעזרת מידע מהרשת
- 🇮🇱 שני פיצ'רים חדשים זמינים בעברית בפעם הראשונה: העלאת תמונות ושליטה באורך וסגנון התשובות של הצ'אטבוט
לכבוד העדכון יצרתי לכם מדריך מקיף לשימוש בBard ובעדכונים החדשים👇🏼
 https://youtu.be/ordg7S_Onfc
בהמשך השבוע אשלח עדכונים נוספים 🤟🏻
מוזמנים.ות לכתוב לי על מה עוד הייתם רוצים מדריך 🔮
פרטים והרשמה לכל הסדנאות והקורסים שלי 👇🏼
 https://affiliate.notion.so/aiwithhenry
קישור לכל ערוצי ותכני הבינה המלאכותית שלי 👇🏼
 https://linktr.ee/henryai
תהנו ושתפו עם חברים
חג שמח
הנרי 💫",עדכונים
65,2023-10-02 21:53,"ערב טוב
עדכון רודף עדכון וענקיות הטכנולוגיה מתחרות כדי להוביל.
מה היה לנו בקצרה -
1. בארד קיבל עדכון משמעותי גם אם חפוז ולא מושלם שכולל חיבור עם אפליקציות גוגל דוגמת Gmail, יצרתי מדריך מצולם על העדכון, זמין ביוטיוב שלי
2. חברת מטא (פייסבוק) יצאה בהכרזות גרנדיוזית על שילוב בעתיד הקרוב של בינה מלאכותית בווצאפ אינסטגרם פייסבוק.
3. חשוב מאוד OpenAi שאחראית ל GPT ויוצר התמונות DALL-E ועובדת עם מיקרוסופט משחררת עדכון למשתמשי GPT4 שמאפשר חיבור שלו לרשת לקבלת מידע עדכני, מיקרוסופט מכריזה שתשלב את GPT עמוק במערכת ההפעלה של Windows, והדובדבן שבקצפת Dell-e יוצר התמונות שמשולב בבינג מקבל עדכון משמעתי ומשתפר מאוד ביצירת תמונות וגם יכול מעכשיו לשלב טקסט באנגלית בתוך התמונות 😱 דרך בינג ניתן ליצור עד 100 תמונות חינם ביום וניתן להזין הנחיות בעברית, בעקבות העדכון יש הרבה עומס ולכן זמני המתנה ארוכים 🙄
קישור ישיר ל  Dell-e דרך בינג 👇🏼
 https://www.bing.com/images/create?FORM=GENILP
קישור לכל ערוצי ותכני הבינה המלאכותית שלי 👇🏼
 https://linktr.ee/henryai
תהנו ושתפו עם חברים
הנרי",עדכונים
66,2023-10-02 21:54,"אחרי החגים אני מקיים סדנאות וקורסים על:
- מבוא ליצירת תמונות 👩🏽‍🎨
- מבוא לבינה מלאכותית
- שימוש פרקטי ומתקדם במודלי שפה (GPT, Bard, קלוד) 📈
- קורס מקיף על מלך 🤴🏾 מחוללי התמונות מיידג'רני
- בינה ליצרת מצגות
- קורס מקיף על תוכנת העיצוב הגרפי קנבה ועוד
מספר המקומות מוגבל😱
מהרו להירשם 💫
פרטים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://affiliate.notion.so/aiwithhenry
חג שמח
הנרי",כלי בינה
67,2023-10-04 21:23,"יש לכם מלאאא משימות וקצת זמן? עובדים בצוות? קבלו את 👇
 https://go.reclaim.ai/wztkhf22smlo
כלי שיתחבר ליומן הגוגל שלכם ויאפשר לכם לוז חכם וגמיש, תוכלו להגדיר משימות בטווח שעות כלשהו והכלי יאפשר שילוב שלהן בצורה גמישה בין שאר המשימות /ליצור משימה כתלויה במשימה אחרת, למשל הפסקה צהריים לאחר הישב''צ היומי. הכלי גם יוסיף הפסקות התרעננות בין משימות והכי חשוב יאפשר סנכרון ועבודה נוחה וגמישה לצוות כולו ⚡
זמין מהמחשב והפלאפון, 12 יום חשבון פרימיום חינם ואז חלק מהאפשרויות בתשלום.
קישור לכלי 👇🏼
 https://go.reclaim.ai/wztkhf22smlo
קישור למדריך מלא באנגלית 👇🏼
 https://www.youtube.com/watch?v=hFJpD2FnGBE&t=38s
קישור לכל ערוצי ותכני הבינה המלאכותית שלי 👇🏼
 https://linktr.ee/henryai
חג שמח
הנרי",מדריכים
68,2023-10-17 21:02,"סיכום והקלטה של מפגש יצירת תמונות להסברה ומוראל💪🏻
הכרנו 3 מחוללים שמכירים את הדגל 🇮🇱
 https://firefly.adobe.com
תומך עברית, מאפשר יצירה או עריכת תמונה, כרגע מאפשר 25 תמונות חינם בחודש.
 https://ideogram.ai
חינם לגמרי, קצת איטי, לא תומך בעברית, תומך ביצירת טקסט, לפעמים צריך להמתין לאישור הרשמה.
 https://www.bing.com/search
חינם, תומך עברית ויצירת טקסט (יצירת טקסט באנגלית בלבד), ניתן ליצור ישירות מהצ'אט, חיסרון חוסם הרבה ובצורה אקראית.
ניתן לשלב טקסט על התמונה שיצרנו עם קנבה או אפליקציות דומות.

המפגש בדאנה כלומר ניתן לתרום כמה שתרצו.  ביט/פייבוקס -0585005171
ניתן גם לתמוך בעשייה שלי בצורה קבועה -  https://pay.sumit.co.il/25696t/4nqbw3
הקלטה של המפגש👇🏼
 https://youtu.be/vDSyDu1QYN0
קישור לכל ערוצי ותכני הבינה המלאכותית שלי👇🏼
  https://linktr.ee/henryai
שנשמע בשורות טובות🙏🏻
הנרי",כלי בינה
69,2023-10-18 20:12,"בשנים האחרונות הפכו פגישות אונליין דוגמת זום לדבר שבשגרה ובימים הלא פשוטים הללו אף יותר, חברת TimeOS ה 🇮🇱 💪
פיתחה כלי בינה שיתחבר לפגישות הזום איתכם / במקומכם, הכלי יתמלל את הפגישה ואף ישלח סיכום חכם ישירות למייל או הNotion שלכם🙀 תוכלו גם לשאול את הכלי על הפגישה ממש כמו GPT, הכלי מתחבר כתוסף לדפדפן הכרום ונוסף ליכולת הזו יכול לעזור גם בתאום פגישות ביומן הגוגל ועוד 🤟🏻
הכלי תומך בעברית, קרדיט התחלתי בחינם ואז בתשלום, קישור לכלי 👇🏼
 https://app.magicalhq.com/gift/henrystauber
קישור לכל ערוצי ותכני הבינה המלאכותית 👇🏼
 https://linktr.ee/henryai
פרטים והרשמה לכל הסדנאות והקורסים👇  https://affiliate.notion.so/aiwithhenry
במידה ותרצו מועד נוסף ליצירת תמונות לילדים הגיבו ❤️ מועד נוסף לתמונות להסברה למבוגרים הגיבו 🙏
שנשמע בשורות טובות 💌
הנרי",כלי בינה
70,2023-10-22 14:09,"שבוע טוב
בעקבות המצב פתחתי כמה מפגשים השבוע, משך כל מפגש 60 דקות. ניתן לשלם *כל סכום שתרצו*.
לבחירת סכום השתתפות: בנייד - לחצו בחלק העליון של הדף על ''פרטים'' ואז על סמל העיפרון והזינו סכום.
במחשב -לחצו על סמל העיפרון ושנו את הסכום.
מפגשי השבוע:
יום ב' 16:00 -
ציור אוטומטי ואנימציה לילדים 👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4qhj7r/payment/
יום ב' 19:00 -
יצירת בוט בינה מותאם אישית ושימוש באתר הנפלא POE 👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4qhiqm/payment
יום ג' 19:00 - כיצד להתייעץ ולבצע סיעור מוחות יעיל עם GPT 👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4qhjeu/payment/
יום ה' 20:00 - הכרות ושימוש בכלי הבינה ליצירת וידאו
Canva ו HeyGen 👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4qhjeg/payment/
קישור לזום ישלח לכל הנרשמים כשעה לפני המפגש🤟🏻
העבירו הודעה זו לקבוצות ואנשים נוספים 💌
אם אתם עדיין לא באחת מקבוצות העדכונים השקטות בווצפ בהן אני שולח עדכונים מדריכים ותכני בינה מלאכותית זה הזמן להצטרף 👇
 https://chat.whatsapp.com/EmhZGkQ0GpvLZU5mnEny4V
שנשמע בשורות טובות 🙏🏻
הנרי",כלי בינה
71,2023-10-31 21:06,"הפודקאסט השבועי 👇🏼
 https://open.spotify.com/episode/5qjEYfzvap3gYRYaG6umVp?si=hRRs_-CjTJyItmqlopbWXA&utm_source=copy-link
הדברים וצורת החשיבה של נדב שמתארח בפודקאסט מרתקים ומחכימים 👨🏽‍🎓

המפגשים הבאים בתשלום לבחירתכם.
לבחירת סכום תשלום:
בנייד- בחלק העליון של הדף לחצו על ""פרטים"" ואז סמל העיפרון והזינו סכום.
במחשב- לחצו על סמל העיפרון ושנו את הסכום.
אורך כל מפגש 60 דקות, לאחר המפגש הקלטה וסיכום ישלחו לכל הנרשמים.
יצירת בוט בינה מותאם אישית ושימוש באתר הנפלא POE - יום ב 6.11 בשעה 19:00 👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4rkjcv/payment/
יצירת וידאו מטקסט ושימוש בכלי Pictory - יום ה' 9.11 שעה 19:30👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4rkjqs/payment
מוזמנים לכתוב לי בפרטי על מה הייתם רוצים סדנאות.
לרכישת הקלטות ב 25% הנחה 👇🏼
 https://pay.sumit.co.il/25696t/4fzojv/
קבוצת עדכונים על פעילויות לילדים ונוער 👇🏼
 https://chat.whatsapp.com/GMkndSXIGTCDsMNv87Ms9g
שיהיה ערב שקט 💌
הנרי",כלי בינה
72,2023-11-02 22:16,"ערב טוב ושקט💫
חשבתי שיהיה נהדר להראות לכם תהליך שלם ומקיף כיצד ליצור מערכי שיעור בבינה מלאכותית. התהליך משמש אותי המון! באמצעותו אני יוצר סדנאות וקורסים במהירות ויעילות. תהליך היצירה כולל מציאת נושאים וחומרים לשיעור, עיבוד ועריכת החומרים ויצירת מצגת מרהיבה ומרתקת, הכל בשילוב בינה 🤖
אז מוזמנים.ות לסדנת יצירת מערכי שיעור ב AI (מתאים לאנשי חינוך והקהל הרחב).
אורך הסדנה 75 דקות
הסדנה תתקיים ביום ד' 8.11 בשעה 19:00👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4sjyft/payment/
סדנאות נוספות:
יום ב' 6.11 בשעה 19:00
סדנת Poe - יצירת בוט בינה מותאם אישית. 👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4rkjcv/payment/
יום ה' 9.11 בשעה 19:30
סדנת יצירת וידאו מטקסט - Pictory וחלופות 👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4rkjqs/payment
יום ב' 13.11 בשעה 19:30
סדנת יצירת מצגות בבינה מלאכותית 👇🏼
 https://pay.sumit.co.il/25696t/4fpxn1/4mj813/payment/
יום ג' 14.11 בשעה 20:30 סדנת מבוא לבינה מלאכותית 👇🏼
 https://pay.sumit.co.il/25696t/49h7h5/4hwjv7/payment/
שנשמע בשורות טובות 💌
הנרי",סדנאות
73,2023-11-14 15:05,"נותרו מקומות אחרונים לסדנת המבוא לבינה מלאכותית הערב ב 20:30 גם סדנה זו בתשלום כפי יכולת 😱

בסדנה נלמד את יסודות השימוש בכלים כמו BING ו ChatGPT וקלוד 🤖
ונבין יחד מה היא בינה מלאכותית ואיך היא פועלת וכך ניצור בסיס רחב להבנה ושימוש בכל כלי הבינה הקיימים. חשוב לי לציין שסדנה זו נועדה לאנשים עם מעט ניסיון, או ללא נסיון כלל, בכלי בינה מלאכותית, או כאלה אשר רוצים לבסס הבנה עמוקה יותר של כלים אלו.
משך הסדנה 45-60 דקות,  הקלטה וסיכום המפגש תישלח לכל הנרשמים 🎥.  אין צורך בידע מקדים או תוכנה מיוחדת לסדנה. להרשמה 👇🏼
 https://pay.sumit.co.il/25696t/49h7h5/4hwjv7/payment
*סדנאות נוספות בתשלום כפי יכולת*
יום ה' 16.11 בשעה 19:30 סדנת יצירת וידאו מטקסט באמצעות
 Pictory
 וחלופות. להרשמה👇🏼
 https://pay.sumit.co.il/25696t/4qhips/4rkjqs/payment
יום א' 19.11 בשעה 19:00 - יצירת מערכי שיעור בבינה מלאכותית👇🏼                                                                              https://pay.sumit.co.il/25696t/4qhips/4ts6ae/payment/
כל הסדנאות הנ''ל בתשלום לפי יכולת.
לבחירת סכום תשלום:
בנייד- בחלק העליון של הדף לחצו על ""פרטים"" ואז סמל העיפרון והזינו סכום.
במחשב- לחצו על סמל העיפרון ושנו את הסכום.
*קבוצת פעילויות העשרה לילדים ונוער 👇🏼*
 https://chat.whatsapp.com/GMkndSXIGTCDsMNv87Ms9g
קישור לרכישת הקלטות ב 25% הנחה 👇🏼
 https://pay.sumit.co.il/25696t/4fzojv
נתראה שם 😃",כלי בינה
74,2023-11-19 21:51,"בימים האחרונים נוסף ישירות בתוך מערכת ההפעלה של מחשבי מיקרוסופט פיצ'ר ה Copilot למעשה מדובר בבינה מלאכותית עם אפשרות לעזרה בהפעלת המחשב כמו גם יצירת תמונות חיפוש באינטרנט וכל יכולות GPT הפיצ'ר חינמי וזמין למחשבי ווינדוס 11 אחרי העדכון האחרון, הכנתי לכם מדריך מצולם מקיף ופשוט לשימוש בפיצ'ר👇🏼
 https://youtu.be/qFFrDVqCAF0?si=SDr3BCxZIR0quqWX
קישור לכל ערוצי הבינה המלאכותית שלי:
 https://linktr.ee/henryai
תהנו ושתפו עם חברים.ות
הנרי 😃",עדכונים
75,2023-11-20 21:55,"ערב טוב 🙂
אחד הכלים המרשימים שנתקלתי בהם זה 👇🏼
 https://www.mymap.ai/?via=henry
שעוזר לסדר את המחשבות ויוצר המחשה ויזואלית מרהיבה באמצעות מפות חשיבה, סיפורים ויזואליים הדמיות לאתרים, מצגות ועוד.
הכלי תומך בעברית וכולל ניסיון חינם לשבוע (מומלץ לבטל מיד) ולאחר מכן בתשלום 💫
אם אתם עדיין לא באחת מקבוצות העדכונים השקטות בווצפ בהן אני שולח עדכונים מדריכים ותכני בינה מלאכותית זה הזמן להצטרף 👇
 https://chat.whatsapp.com/EmhZGkQ0GpvLZU5mnEny4V
ערב שקט
הנרי",כלי בינה
76,2023-11-20 21:56,"אפרופו סדר בראש 🧮
שבוע הבא מתחיל קורס מקיף על Notion
בגדול Notion מאפשר לנהל מידע, פרויקטים, משימות שיתופי פעולה ועוד,  מעין שילוב של אקסל וורד פאוור פויוט לוח שנה + אפשרות ליצור אתר אינטרנט בדקות +  כתיבה עם בינה מלאכותית.
זמין מהמחשב או כאפליקציה.

אם הקסם הזה מעניין אתכם ובא לכם לנהל את החיים והמשימות שלכם בקלות ונוחות מוזמנים להצטרף לקורס שיפתח בשבוע הבא. הקורס כולל 3 מפגשים כל אחד מקיף תחום אחד ב Notion, ניתן להרשם לכל מפגש בנפרד או לקורס כולו בעלות מוזלת.
להרשמה ופרטים נוספים על הקורס👇🏼
 https://pay.sumit.co.il/25696t/4bjfpa/

הרשמה לאתר של נושן 👇🏼
 https://affiliate.notion.so/ko391ixh8gtq
שיהיה ערב שקט
הנרי",קורסים
77,2023-11-22 22:17,"ערב טוב ונעים 🙂
ממש אתמול הצ'אט בוט העוצמתי 👇🏼
 https://claude.ai
קיבל עדכון מ 2.0 ל 2.1, קלוד זמין בחינם גם מישראל ועובד נהדר בעברית.
העדכון כולל:

1. חלון הקשר גדול יותר - 200,000 טוקנים (יחידת מידה למידע בעולם הבינה) לעומת 100,000 טוקנים קודם, כדי להבין טקסטים ארוכים ומורכבים יותר. זמין רק למשתמשי פרימיום, מדובר בעדכון משמעותי ואף חזק יותר מ GPT המתחרה.

2. ירידה של פי 2 בשעור ה""הזיות"" של קלוד - הוא מציג פחות טענות שגויות ומידע שגוי ופשוט יגיד שאינו יודע.

סעיפים נוספים שרלוונטיים למפתחים:
3. יכולת חדשה של ""שימוש בכלים"" בגרסת בטא - קלוד יכול להשתמש ב-APIs קיימים ובכלים שהמפתח מוסיף.

4. שיפורים בחוויית המפתחים - קל ופשוט יותר לבחון שאילתות חדשות ולשפר ביצועים.
אם אתם עדיין לא באחת מקבוצות העדכונים השקטות בווצפ בהן אני שולח עדכונים מדריכים ותכני בינה מלאכותית זה הזמן להצטרף 👇
 https://chat.whatsapp.com/FSmHaIME50qFfEkaVtMeMv
קישור לעדכון הרשמי 👇🏼
 https://www.anthropic.com/index/claude-2-1

תודה רבה ליאיר בר זוהר וחיים שהביאו את המידע לידיעתי דקות אחרי ששוחרר 🙏🏻",עדכונים
79,2023-11-23 21:21,"ערב טוב 😃
התחדשתי לי באתר חדש שנוצר בפלטפורמת
 WIX
שמשלבת בינה מלאכותית וממשק פשוט לבניית אתרים, אם תרצו הדרכה על הפלטפורמה סמנו 🙏🏻 להודעה.
האתר מרכז את הסדנאות, הקורסים ף וערוצי קהילת הבינה המלאכותית שלי.
לכבוד האתר החדש יצרתי קופון של 20% הנחה לחברי הקהילה על כל המוצרים שלי.
שימו ❤️ הקופון בתוקף רק בסופ""ש כלומר החל מעכשיו ועד יום ראשון בבוקר 😱
את הקופון ניתן להזין בדף התשלום, קוד הקופון 👇🏼

השקתאתר

האתר החדש שלי👇🏼
 https://bit.ly/henryAi
שיהיה סופ""ש שקט
הנרי",קורסים
80,2023-11-26 21:14,"שבוע טוב ❄️
אני מאוד אוהב את הציטוט ""אדם ומכונה ביחד טובים יותר מאדם לחוד או מכונה לחוד"" מתוך הפודקאסט הזה של אינטל👇🏼
 https://open.spotify.com/episode/5PyVtxynKrsU1ExGUsvcFL?si=9cvOS0A5SH-CxglY_z_qyQ&utm_source=copy-link
תמיד מעניין לשמוע עוד 💫",שונות
81,2023-11-26 21:14,"השבוע ביום רביעי מתחיל קורס ניהול מידע ופרויקטים ב Notion אם תמיד רציתם את כל המידע המשימות הטבלאות והמסמכים שלכם במקום אחד עם אפשרות מופלאה ונוחה ליצירת חיבורים ושיתוף זה הקורס בשבילכם, למשל טבלת כלי הבינה שלי👇🏼
 https://affiliate.notion.so/aitool
 נוצרה בנושן 🙂
פרטים נוספים והרשמה לקורס 👇🏼
 https://pay.sumit.co.il/25696t/4bjfpa/
הרשמה ל Notion 👇🏼
 https://affiliate.notion.so/ko391ixh8gtq
ביום חמישי בצהריים מועד נוסף לסדנת המצגות 🪄
פרטים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://bit.ly/henryaiclass ",כלי בינה
82,2023-11-27 22:02,"רוצים ליצור ווידאו מטקסט או תמונה לגמרי בחינם? יצרתי לכם מדריך מצולם לכלי המופלא PIKA
פיקה פועל דרך דיסקורד (מדריך בנפרד) ולכן נגיש גם מהמחשב וגם מהפלאפון לגמרי בחינם, משאיר סימן מים קטן בפינת הסרטון
קישור למדריך של פיקה 👇🏼
 https://youtu.be/guwIEEwwKcU?si=p6WovQ5aW1fct6b5
פיקה כמו מחולל התמונות מיידג'רני וכלים נוספים פועל דרך דיסקורד, הנה מדריך לדיסקורד 👇🏼
 https://youtu.be/Rt2G6ozpJDY?si=_vrqYKcvCHUioRo4 ",מדריכים
83,2023-11-27 22:03,"את הסרטון המצורף יצרתי מתמונה שחוללתי במחולל התמונות מיידג'רני ואז הנפשתי בפיקה😃
אם גם אתם רוצים לדעת לחולל דברים מופלאים במיידג'רני מוזמנים לקורס המקיף שיתקיים ביום שלישי 5.12 💫
פרטים והרשמה לכל סדנאות וקורסי הבינה המלאכותית שלי 👇🏼
 https://bit.ly/henryaiclass
שיהיה ערב שקט
הנרי",כלי בינה
84,2023-11-28 21:35,"ערב טוב😃
הכלי  👇🏼
 https://rikigpt.com/essay-creator/
יכתוב עבורכם מאמר מלא עם מקורות ובצורה מקצועית. ניתן לבחור נושא  למאמר שאלת מחקר, רמה שפות לתרגום ועוד, כמה דקות לאחר מילוי הפרטים ושליחת הטופס ישלח אליכם למייל המאמר המוכן 😱
כולל מקורות וסימוכין שזה באמת מופלא.
חינם לזמן מוגבל, את הטופס והפרטים ממלאים באנגלית וניתן להגדיר שהמאמר יתורגם לעברית🇮🇱😃
תהנו ושתפו עם חברים.ות💌
קישור לכל ערוצי הבינה המלאכותית שלי👇🏼
 https://linktr.ee/henryai
הנרי",כלי בינה
85,2023-11-28 21:35,"הזדמנות אחרונה להצטרף לקורס ה-Notion שמתחיל מחר😱
את מאגר הכלים וגם מאגר המדריכים ובכלל חצי מהחיים שלי אני מנהל בכלי המטורף Notion 🪄
בגדול Notion מאפשר לנהל מידע, פרויקטים, משימות שיתופי פעולה ועוד,  מעין שילוב של אקסל וורד פאוור פויוט לוח שנה + אפשרות ליצור אתר אינטרנט בדקות +  כתיבה עם בינה מלאכותית.
זמין מהמחשב או כאפליקציה.

אם הקסם הזה מעניין אתכם ובא לכם לנהל את החיים והמשימות שלכם בקלות ונוחות מוזמנים להצטרף לקורס שיפתח בשבוע הבא. הקורס כולל 3 מפגשים כל אחד מקיף תחום אחד ב Notion, ניתן להרשם לכל מפגש בנפרד או לקורס כולו בעלות מוזלת.
להרשמה ופרטים נוספים על הקורס👇🏼
 https://pay.sumit.co.il/25696t/4bjfpa/

הרשמה לאתר של נושן 👇🏼
 https://affiliate.notion.so/ko391ixh8gtq ",כלי בינה
86,2023-12-07 21:38,"ערב טוב וחג שמח 🕯️
חברת גוגל הציגה אתמול את מודל השפה הגדול שלה
Gemini
סרטון מרשים על היכולות של Gemini 👇🏼
 https://youtu.be/UIZAiXYceBI?si=xfmqjA0zr6XPTyvH
המודל מגיע ב3 עוצמות שונות:
Gemini Ultra —
 מודל חזק וכבד למשימות מורכבות.
Gemini Pro —
המודל האמצעי, מתאים למגוון משימות.
Gemini Nano —
 מודל קטן ומהיר לפעולות קטנות על מכשירים.
*ע''פ פרסומי גוגל* המודל עוקף את המתחרים (למשל GPT4) ברוב המדדים הפופולריים.
גוגל טוענת שהמודל כבר זמין לשימוש דרך בארד👇🏼
 http://bard.google.com
 בהמשך ישולב במוצרים נוספים של גוגל, מה דעתכם? בארד השתפר?
הפרסום הרשמי👇🏼
 https://blog.google/technology/ai/google-gemini-ai
קישור לכל ערוצי הבינה המלאכותית שלי 👇🏼
 https://Henryai.online ",שונות
